index,name,base_name,Label Name,network,component,hemisphere,degree,strength,clustering,betweenness,global_efficiency,group,median_age,mean_age,sd_age,n_participants
44,7Networks_LH_SomMot_13,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,243.0,120.11873548336541,0.16940661352304215,110550.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
45,7Networks_LH_SomMot_14,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,313.0,133.91537007144885,0.21242360717076098,0.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
46,7Networks_LH_SomMot_15,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,132.0,61.66579920865079,0.07991632606178246,122314.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
47,7Networks_LH_SomMot_16,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,292.0,136.32951269391643,0.20002095267632916,86956.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
48,7Networks_LH_SomMot_17,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,188.0,89.4185407828554,0.13341214084468403,141117.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
49,7Networks_LH_SomMot_18,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,155.0,73.5894346648714,0.09796871502628669,108174.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
50,7Networks_LH_SomMot_19,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,160.0,79.78089483918177,0.10624271165893256,143618.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
51,7Networks_LH_SomMot_20,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,246.0,114.45309914524289,0.1659969107893275,90143.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
52,7Networks_LH_SomMot_21,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,255.0,124.30389536006449,0.18275404161214176,40948.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
53,7Networks_LH_SomMot_22,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,219.0,95.02039497416611,0.1429463373944768,183366.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
54,7Networks_LH_SomMot_23,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,153.0,79.50323036871032,0.10014500493303055,108581.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
55,7Networks_LH_SomMot_24,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,175.0,87.77298599167582,0.12853542966153023,98109.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
56,7Networks_LH_SomMot_25,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,111.0,41.17250625862012,0.052941650343755205,181915.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
57,7Networks_LH_SomMot_26,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,288.0,137.29813261179737,0.20342690917684123,33.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
58,7Networks_LH_SomMot_27,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,174.0,73.92275790353507,0.09343186864291177,145301.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
59,7Networks_LH_SomMot_28,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,167.0,83.23609338841354,0.11277197571421431,161106.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
60,7Networks_LH_SomMot_29,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,128.0,54.14821135378288,0.05726788874525312,188115.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
61,7Networks_LH_SomMot_30,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,158.0,76.83003398869103,0.11740939498024044,160285.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
62,7Networks_LH_SomMot_31,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,211.0,97.94979222353399,0.13436684263571586,95219.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
63,7Networks_LH_SomMot_32,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,170.0,69.22170882865859,0.07943950235806013,189146.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
64,7Networks_LH_SomMot_33,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,205.0,94.16792074794091,0.1328841011043368,77761.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
65,7Networks_LH_SomMot_34,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,103.0,63.26680193620374,0.08764872909449309,116724.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
66,7Networks_LH_SomMot_35,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,98.0,47.67246081259783,0.04739191288708102,162260.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
67,7Networks_LH_SomMot_36,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,267.0,122.40288740983415,0.1843099373738654,64908.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
68,7Networks_LH_SomMot_37,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,190.0,84.47006820471627,0.11460810968262411,168265.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
69,7Networks_LH_DorsAttn_Post_1,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,219.0,93.22973571951849,0.13591025486467292,110609.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
70,7Networks_LH_DorsAttn_Post_2,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,278.0,125.97259365156587,0.1905144100677227,628.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
71,7Networks_LH_DorsAttn_Post_3,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,276.0,122.70248849496505,0.1904531491037661,139.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
72,7Networks_LH_DorsAttn_Post_4,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,317.0,131.16455016675906,0.20387328602636168,1.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
73,7Networks_LH_DorsAttn_Post_5,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,249.0,109.1959317479074,0.160736456956742,158964.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
74,7Networks_LH_DorsAttn_Post_6,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,259.0,117.061122425673,0.18084399489355002,2.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
75,7Networks_LH_DorsAttn_Post_7,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,241.0,106.95703721643916,0.15709372911780595,76428.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
76,7Networks_LH_DorsAttn_Post_8,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,238.0,98.97973795099252,0.1579593367896458,116830.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
77,7Networks_LH_DorsAttn_Post_9,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,245.0,111.70935610957261,0.16743971751203973,13880.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
78,7Networks_LH_DorsAttn_Post_10,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,119.0,55.4520936694523,0.0695344642660347,173483.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
79,7Networks_LH_DorsAttn_Post_11,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,93.0,47.789908332626645,0.06476558086987985,167494.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
80,7Networks_LH_DorsAttn_Post_12,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,272.0,117.01000625164998,0.17859439575418906,144180.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
81,7Networks_LH_DorsAttn_Post_13,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,226.0,103.19108323173506,0.1321041546582139,187826.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
82,7Networks_LH_DorsAttn_Post_14,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,185.0,81.174335539054,0.09888963265956915,150281.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
83,7Networks_LH_DorsAttn_Post_15,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,220.0,101.75839504856282,0.13561493114081247,127494.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
84,7Networks_LH_DorsAttn_Post_16,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,285.0,126.24927813904787,0.18076809747375755,31989.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
85,7Networks_LH_DorsAttn_Post_17,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,208.0,102.6859122995569,0.13515748067431949,106350.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
86,7Networks_LH_DorsAttn_FEF_1,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,214.0,92.92356808429925,0.14364886405261973,146335.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
87,7Networks_LH_DorsAttn_FEF_2,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,257.0,110.14837942163852,0.17166877785861995,79571.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
88,7Networks_LH_DorsAttn_FEF_3,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,186.0,86.029144586583,0.127621678178595,89974.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
89,7Networks_LH_DorsAttn_FEF_4,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,205.0,89.26711950441198,0.12455319926432921,101687.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
90,7Networks_LH_DorsAttn_PrCv_1,7networks_lh_dorsattn_prcv,7Networks_LH_DorsAttn_PrCv,dorsal attention,precentral ventral,L,271.0,128.372997989873,0.19064537200063314,1936.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
91,7Networks_LH_DorsAttn_PrCv_2,7networks_lh_dorsattn_prcv,7Networks_LH_DorsAttn_PrCv,dorsal attention,precentral ventral,L,257.0,119.07331321544633,0.1884720009562654,883.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
92,7Networks_LH_SalVentAttn_ParOper_1,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,262.0,143.42712043857273,0.20265120758043836,0.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
93,7Networks_LH_SalVentAttn_ParOper_2,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,226.0,121.71162677018441,0.1722640653267963,2752.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
94,7Networks_LH_SalVentAttn_ParOper_3,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,255.0,119.75396638521849,0.1721879112266489,102893.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
95,7Networks_LH_SalVentAttn_ParOper_4,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,255.0,114.56451213186101,0.17591515730449583,29.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
96,7Networks_LH_SalVentAttn_TempOcc_1,7networks_lh_salventattn_tempocc,7Networks_LH_SalVentAttn_TempOcc,salience / ventral attention,temporal occipital,L,334.0,148.07591496255174,0.2250984614137097,1.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
97,7Networks_LH_SalVentAttn_FrOperIns_1,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,148.0,70.89478468522562,0.10353297585706127,150292.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
98,7Networks_LH_SalVentAttn_FrOperIns_2,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,253.0,121.40680780646497,0.16963546911649474,85558.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
99,7Networks_LH_SalVentAttn_FrOperIns_3,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,221.0,114.09499979383358,0.13778746840066328,137396.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
100,7Networks_LH_SalVentAttn_FrOperIns_4,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,211.0,104.25071552259257,0.13526132315189288,111805.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
101,7Networks_LH_SalVentAttn_FrOperIns_5,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,227.0,114.36026154082067,0.1505044758766578,93731.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
102,7Networks_LH_SalVentAttn_FrOperIns_6,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,256.0,134.65751048979996,0.1907164282689502,46345.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
103,7Networks_LH_SalVentAttn_FrOperIns_7,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,194.0,85.91551607402181,0.11674074554308263,153583.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
104,7Networks_LH_SalVentAttn_FrOperIns_8,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,239.0,127.68116751514741,0.1744641512301193,72722.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
105,7Networks_LH_SalVentAttn_FrOperIns_9,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,209.0,96.51441543335918,0.13668925033588025,120726.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
106,7Networks_LH_SalVentAttn_PFCl_1,7networks_lh_salventattn_pfcl,7Networks_LH_SalVentAttn_PFCl,salience / ventral attention,lateral prefrontal cortex,L,285.0,132.03949209474584,0.1940211417051518,19842.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
107,7Networks_LH_SalVentAttn_Med_1,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,254.0,115.64732537009557,0.17275592311173202,87923.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
108,7Networks_LH_SalVentAttn_Med_2,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,311.0,134.317665541173,0.20536066622616697,0.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
109,7Networks_LH_SalVentAttn_Med_3,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,215.0,104.41358913365234,0.16168529125769077,233.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
110,7Networks_LH_SalVentAttn_Med_4,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,142.0,66.22836708446042,0.08274790132027048,179519.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
111,7Networks_LH_SalVentAttn_Med_5,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,217.0,98.91300763546892,0.14335088037401525,90751.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
112,7Networks_LH_SalVentAttn_Med_6,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,96.0,40.75621326470318,0.0446507163512863,189832.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
113,7Networks_LH_SalVentAttn_Med_7,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,224.0,107.70798366535693,0.16397274113009286,71570.0,-1.2307632631535978e-05,Q41,38.55,38.512,0.3546419449119209,45
