index,name,base_name,Label Name,network,component,hemisphere,f,pvalue,n,p_corrected
71,7Networks_LH_DorsAttn_Post_3,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,777.2657338749527,9.597833727943592e-145,2000.0,2.0553851473992407e-144
72,7Networks_LH_DorsAttn_Post_4,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,533.4788391626643,8.39808409298598e-105,2000.0,1.1553727812774651e-104
73,7Networks_LH_DorsAttn_Post_5,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,287.23759563224604,2.671000385392545e-60,2000.0,2.986783682187723e-60
74,7Networks_LH_DorsAttn_Post_6,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,1305.9765466129284,1.890918239710604e-220,2000.0,1.532994430051097e-219
75,7Networks_LH_DorsAttn_Post_7,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,494.3977734791652,4.853580705936097e-98,2000.0,6.331970231307437e-98
76,7Networks_LH_DorsAttn_Post_8,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,1224.4227845132248,1.3322740333869373e-209,2000.0,8.400727932745409e-209
77,7Networks_LH_DorsAttn_Post_9,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,392.3155895086052,7.372594719368326e-80,2000.0,8.92575467358192e-80
78,7Networks_LH_DorsAttn_Post_10,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,357.51630015580673,1.7629933354494674e-73,2000.0,2.0575809107816407e-73
79,7Networks_LH_DorsAttn_Post_11,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,842.9867237695843,6.578767811165177e-155,2000.0,1.6144651817670218e-154
80,7Networks_LH_DorsAttn_Post_12,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,544.1020997634392,1.2715743099851847e-106,2000.0,1.765427329459553e-106
81,7Networks_LH_DorsAttn_Post_13,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,250.55863096083363,2.9640735607696313e-53,2000.0,3.204022372831935e-53
82,7Networks_LH_DorsAttn_Post_14,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,283.9571134791528,1.1272467328188194e-59,2000.0,1.2543382762248627e-59
83,7Networks_LH_DorsAttn_Post_15,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,275.47503270590727,4.712176803847014e-58,2000.0,5.217873826698889e-58
84,7Networks_LH_DorsAttn_Post_16,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,362.79993638791416,1.8690473187445047e-74,2000.0,2.186978048221663e-74
85,7Networks_LH_DorsAttn_Post_17,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,76.45713126302472,4.682414952816876e-18,2000.0,4.875725661878123e-18
86,7Networks_LH_DorsAttn_FEF_1,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,919.2134661021317,2.0948689541677336e-166,2000.0,6.426152062109129e-166
87,7Networks_LH_DorsAttn_FEF_2,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,986.6476259547175,2.5064452980049817e-176,2000.0,9.03116004201795e-176
88,7Networks_LH_DorsAttn_FEF_3,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,610.3408070612323,8.460603745233092e-118,2000.0,1.2976736825458864e-117
89,7Networks_LH_DorsAttn_FEF_4,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,521.2171608817354,1.0821845642317627e-102,2000.0,1.4535851839089357e-102
90,7Networks_LH_DorsAttn_PrCv_1,7networks_lh_dorsattn_prcv,7Networks_LH_DorsAttn_PrCv,dorsal attention,precentral ventral,L,894.7943950285369,9.354382821040825e-163,2000.0,2.654306125470334e-162
91,7Networks_LH_DorsAttn_PrCv_2,7networks_lh_dorsattn_prcv,7Networks_LH_DorsAttn_PrCv,dorsal attention,precentral ventral,L,811.6754533536987,4.2732601395690843e-150,2000.0,9.898265833491654e-150
92,7Networks_LH_SalVentAttn_ParOper_1,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,1105.7419938213916,2.589090037244764e-193,2000.0,1.1994355886827783e-192
93,7Networks_LH_SalVentAttn_ParOper_2,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,992.9886333182133,3.0037271446391937e-177,2000.0,1.1177804292345853e-176
94,7Networks_LH_SalVentAttn_ParOper_3,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,801.9609180983767,1.3641605345122996e-148,2000.0,3.0966444133429202e-148
95,7Networks_LH_SalVentAttn_ParOper_4,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,497.98413677338857,1.1510496251479879e-98,2000.0,1.5103367913791517e-98
96,7Networks_LH_SalVentAttn_TempOcc_1,7networks_lh_salventattn_tempocc,7Networks_LH_SalVentAttn_TempOcc,salience / ventral attention,temporal occipital,L,1137.740719271079,9.13515647148015e-198,2000.0,4.608178931168876e-197
97,7Networks_LH_SalVentAttn_FrOperIns_1,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,1717.3545594492548,2.2507976373742258e-271,2000.0,7.860477902829989e-270
98,7Networks_LH_SalVentAttn_FrOperIns_2,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,998.0273829261587,5.583259489522952e-178,2000.0,2.094875874581339e-177
99,7Networks_LH_SalVentAttn_FrOperIns_3,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,1300.941417125271,8.681750982007167e-220,2000.0,6.79571542384699e-219
100,7Networks_LH_SalVentAttn_FrOperIns_4,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,1106.1186470615944,2.293352276171922e-193,2000.0,1.0733834364763428e-192
101,7Networks_LH_SalVentAttn_FrOperIns_5,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,1807.6196306688948,8.642524443178274e-282,2000.0,4.3596734413365957e-280
102,7Networks_LH_SalVentAttn_FrOperIns_6,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,1394.7928746317214,5.806938167121201e-232,2000.0,6.937762968086909e-231
103,7Networks_LH_SalVentAttn_FrOperIns_7,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,1442.331847444168,5.312121010885993e-238,2000.0,7.536571684194501e-237
104,7Networks_LH_SalVentAttn_FrOperIns_8,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,1396.8558542338326,3.1632969098413104e-232,2000.0,3.8814508028863647e-231
105,7Networks_LH_SalVentAttn_FrOperIns_9,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,782.7896679993304,1.314044284593281e-145,2000.0,2.8544311253844477e-145
106,7Networks_LH_SalVentAttn_PFCl_1,7networks_lh_salventattn_pfcl,7Networks_LH_SalVentAttn_PFCl,salience / ventral attention,lateral prefrontal cortex,L,1300.1319670796795,1.1094679658845498e-219,2000.0,8.537261974772638e-219
107,7Networks_LH_SalVentAttn_Med_1,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,1352.0268047714112,1.858892504939948e-226,2000.0,1.8346460809624707e-225
108,7Networks_LH_SalVentAttn_Med_2,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,1115.233058389417,1.2238745327081023e-194,2000.0,5.911053594143388e-194
109,7Networks_LH_SalVentAttn_Med_3,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,1054.420424411077,4.480257566610277e-186,2000.0,1.9009690983561364e-185
110,7Networks_LH_SalVentAttn_Med_4,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,899.9793449751479,1.5611796885555107e-163,2000.0,4.514494131236954e-163
111,7Networks_LH_SalVentAttn_Med_5,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,304.9736022596456,1.1524492027969968e-63,2000.0,1.3113081154632496e-63
112,7Networks_LH_SalVentAttn_Med_6,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,404.58679237874435,4.3735166115032544e-82,2000.0,5.366423085466155e-82
113,7Networks_LH_SalVentAttn_Med_7,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,337.58799996766794,8.758496779423427e-70,2000.0,1.0066727943944901e-69
114,7Networks_LH_Limbic_OFC_1,7networks_lh_limbic_ofc,7Networks_LH_Limbic_OFC,limbic,orbital frontal cortex,L,577.4812569274956,2.7277038174832528e-112,2000.0,3.918916244105686e-112
115,7Networks_LH_Limbic_OFC_2,7networks_lh_limbic_ofc,7Networks_LH_Limbic_OFC,limbic,orbital frontal cortex,L,1791.5952095674177,5.854769466209699e-280,2000.0,2.4164230342356395e-278
116,7Networks_LH_Limbic_OFC_3,7networks_lh_limbic_ofc,7Networks_LH_Limbic_OFC,limbic,orbital frontal cortex,L,914.9811709314397,8.944261623736132e-166,2000.0,2.7071298514508023e-165
117,7Networks_LH_Limbic_OFC_4,7networks_lh_limbic_ofc,7Networks_LH_Limbic_OFC,limbic,orbital frontal cortex,L,1439.1457236906986,1.3408052017027176e-237,2000.0,1.8446229138576783e-236
118,7Networks_LH_Limbic_OFC_5,7networks_lh_limbic_ofc,7Networks_LH_Limbic_OFC,limbic,orbital frontal cortex,L,803.1419216794341,8.94808970282288e-149,2000.0,2.0517336995361556e-148
119,7Networks_LH_Limbic_TempPole_1,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,130.01187082887566,3.198773644292739e-29,2000.0,3.3539104723069364e-29
120,7Networks_LH_Limbic_TempPole_2,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,73.9478539002509,1.5935692018025766e-17,2000.0,1.651781775384406e-17
121,7Networks_LH_Limbic_TempPole_3,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,76.25104718715961,5.1775197973981755e-18,2000.0,5.3789336110269375e-18
122,7Networks_LH_Limbic_TempPole_4,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,268.9706734337284,8.329975626295683e-57,2000.0,9.156922359172495e-57
123,7Networks_LH_Limbic_TempPole_5,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,459.0240388191676,7.935126997073294e-92,2000.0,1.0091169906642228e-91
124,7Networks_LH_Limbic_TempPole_6,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,421.1268674146236,4.545623370513037e-85,2000.0,5.638560137193767e-85
125,7Networks_LH_Limbic_TempPole_7,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,787.1116746983168,2.780654922707951e-146,2000.0,6.158133341021511e-146
126,7Networks_LH_Limbic_TempPole_8,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,274.4207158672058,7.501896345006401e-58,2000.0,8.266652768526472e-58
127,7Networks_LH_Cont_Par_1,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,566.1817990297078,2.2200536269592798e-110,2000.0,3.15957475435584e-110
128,7Networks_LH_Cont_Par_2,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,977.1514607166778,6.061862574710773e-175,2000.0,2.166996542455662e-174
129,7Networks_LH_Cont_Par_3,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,1079.662810493033,1.1915209905413642e-189,2000.0,5.251946890347373e-189
130,7Networks_LH_Cont_Par_4,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,481.53390007895854,8.614991125653802e-96,2000.0,1.1079903600699224e-95
131,7Networks_LH_Cont_Par_5,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,639.5103057585222,1.2469949740245093e-122,2000.0,2.0147178583883531e-122
132,7Networks_LH_Cont_Par_6,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,1273.566755823134,3.590765275587733e-216,2000.0,2.587630849391795e-215
133,7Networks_LH_Cont_Temp_1,7networks_lh_cont_temp,7Networks_LH_Cont_Temp,control,temporal,L,647.9352141811711,5.1334138356272634e-124,2000.0,8.353297065859418e-124
134,7Networks_LH_Cont_OFC_1,7networks_lh_cont_ofc,7Networks_LH_Cont_OFC,control,orbital frontal cortex,L,615.7822751568955,1.0519089708211179e-118,2000.0,1.6299203848218004e-118
135,7Networks_LH_Cont_PFCl_1,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,1054.2449220850153,4.7453027852303024e-186,2000.0,1.9947846893468125e-185
136,7Networks_LH_Cont_PFCl_2,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,1018.0614113042138,7.136620692075983e-181,2000.0,2.7931256846573246e-180
137,7Networks_LH_Cont_PFCl_3,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,1238.8167033351504,1.5492284018107054e-211,2000.0,1.0343377859147944e-210
138,7Networks_LH_Cont_PFCl_4,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,1361.7149870424978,1.0373864343925743e-227,2000.0,1.0466076471427307e-226
139,7Networks_LH_Cont_PFCl_5,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,1310.032951955763,5.548040087498401e-221,2000.0,4.5796549085895894e-220
140,7Networks_LH_Cont_PFCl_6,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,1369.010639877997,1.1872054009304819e-228,2000.0,1.2249801182328153e-227
141,7Networks_LH_Cont_PFCl_7,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,1072.7111901903377,1.1422190298869694e-188,2000.0,4.986225380468116e-188
142,7Networks_LH_Cont_PFCl_8,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,766.1141673199413,5.380079211452632e-143,2000.0,1.125601825806219e-142
