index,name,base_name,Label Name,network,component,hemisphere,model,pvalue,r2,r2_adj,n,p_corrected
44,7Networks_LH_SomMot_13,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971d501430>,4.1504373774046676e-77,0.16149945564025892,0.1606596954556223,2000.0,4.8439551911098174e-77
45,7Networks_LH_SomMot_14,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971dcc9730>,1.4038311024209382e-98,0.20200473332271518,0.20120553926495133,2000.0,1.937201582064152e-98
46,7Networks_LH_SomMot_15,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971dc8a720>,5.104065902957152e-105,0.21376704537298152,0.21297963129724096,2000.0,7.37976407625015e-105
47,7Networks_LH_SomMot_16,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971da059a0>,5.660353824951793e-129,0.25602184489769375,0.2552767490988933,2000.0,9.845979450299288e-129
48,7Networks_LH_SomMot_17,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971dc8a450>,1.5332673424662146e-82,0.1719382731304292,0.17110896744503157,2000.0,1.8415433160837604e-82
49,7Networks_LH_SomMot_18,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971ddf8530>,1.5672480565309845e-185,0.34699348531750307,0.3463394978215767,2000.0,5.473312443577438e-185
50,7Networks_LH_SomMot_19,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971dda22a0>,1.7425210547006573e-99,0.20367047650909365,0.2028729506968845,2000.0,2.4267011007180933e-99
51,7Networks_LH_SomMot_20,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971dd666f0>,3.653726733432196e-70,0.14796306055402408,0.14710974363920593,2000.0,4.1263481019358635e-70
52,7Networks_LH_SomMot_21,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971dd33530>,5.009003834019353e-93,0.19172137684375035,0.19091188398130043,2000.0,6.516010718179903e-93
53,7Networks_LH_SomMot_22,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971dd04c50>,6.310913235875951e-52,0.11136548595770113,0.11047551648945653,2000.0,6.694286469831032e-52
54,7Networks_LH_SomMot_23,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971debeb70>,3.655183129254176e-87,0.1807186689168282,0.17989815681759624,2000.0,4.596823104380598e-87
55,7Networks_LH_SomMot_24,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971d8b4bc0>,1.035207666751663e-77,0.16266474596157554,0.16182615281782153,2000.0,1.2144296659050518e-77
56,7Networks_LH_SomMot_25,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971de79820>,1.5347319713660043e-111,0.2255033174059985,0.22472765723314525,2000.0,2.330328812709585e-111
57,7Networks_LH_SomMot_26,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971de5d1f0>,1.5307525641040378e-86,0.17954268963321185,0.17872099978807743,2000.0,1.9144949424331493e-86
58,7Networks_LH_SomMot_27,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971de04740>,3.871677009971051e-83,0.17307885889941432,0.17225069551323446,2000.0,4.687310300071619e-83
59,7Networks_LH_SomMot_28,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971dfcddf0>,1.9394143116775252e-61,0.13064638315475663,0.1297757235485021,2000.0,2.111496636694476e-61
60,7Networks_LH_SomMot_29,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971df95940>,2.998792629153855e-85,0.1770944878881795,0.1762703461634807,2000.0,3.699597428358289e-85
61,7Networks_LH_SomMot_30,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971df64cb0>,5.172992926238066e-84,0.17474412487801327,0.17391762925946352,2000.0,6.313276313204521e-84
62,7Networks_LH_SomMot_31,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971df217c0>,5.906667931922492e-69,0.14558503609119,0.14472933757951367,2000.0,6.637691190823791e-69
63,7Networks_LH_SomMot_32,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97241c4320>,1.3080497112244028e-67,0.14293028674112174,0.1420719294919892,2000.0,1.4626959825021648e-67
64,7Networks_LH_SomMot_33,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b972418c8f0>,2.3258246517175463e-85,0.17730390456480472,0.17647997257137937,2000.0,2.8771781795088996e-85
65,7Networks_LH_SomMot_34,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b9724156690>,3.423414502186033e-98,0.2012919868980646,0.20049207902315036,2000.0,4.681416216844756e-98
66,7Networks_LH_SomMot_35,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b9724126ea0>,1.4220364275795866e-56,0.12083778557556735,0.11995730263673465,2000.0,1.5226522125498404e-56
67,7Networks_LH_SomMot_36,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97240e6b70>,6.160258163471402e-59,0.1256161004532409,0.12474040300752565,2000.0,6.627386744587716e-59
68,7Networks_LH_SomMot_37,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97242a8e90>,6.222361268701625e-46,0.09899739984296951,0.098095043708611,2000.0,6.554413030140458e-46
69,7Networks_LH_DorsAttn_Post_1,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b9724271730>,1.1118055485308653e-195,0.3620991827126083,0.361460323606662,2000.0,4.9976209805248796e-195
70,7Networks_LH_DorsAttn_Post_2,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b972423d1c0>,3.0713009849455725e-205,0.37600646155157547,0.37538153061672475,2000.0,1.7650261356522656e-204
71,7Networks_LH_DorsAttn_Post_3,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97241e8590>,9.89150166156631e-169,0.32119836995477724,0.3205185485926889,2000.0,2.7052661170789787e-168
72,7Networks_LH_DorsAttn_Post_4,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97243a9dc0>,5.244303835625455e-91,0.18794758185510985,0.18713430952847498,2000.0,6.744798700776081e-91
73,7Networks_LH_DorsAttn_Post_5,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b971dda1430>,2.5519608451502092e-30,0.06596657583555077,0.06503113925651782,2000.0,2.6451831591282992e-30
74,7Networks_LH_DorsAttn_Post_6,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b972433c290>,2.453630911509214e-105,0.21434358990682445,0.21355675324173362,2000.0,3.570347544311484e-105
75,7Networks_LH_DorsAttn_Post_7,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b972430b260>,2.1710513152772232e-60,0.12854083704555141,0.12766806873012382,2000.0,2.3468030884187127e-60
76,7Networks_LH_DorsAttn_Post_8,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97244bcd70>,1.7628626094341482e-60,0.1287225917778544,0.12785000549020076,2000.0,1.91011843599786e-60
77,7Networks_LH_DorsAttn_Post_9,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b972448fcb0>,3.7261095629953713e-37,0.08057453005498771,0.07965372337502274,2000.0,3.9068215741337154e-37
78,7Networks_LH_DorsAttn_Post_10,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b972445b7a0>,2.063526731256688e-70,0.14845044763194293,0.14759761883638156,2000.0,2.3362621845150534e-70
79,7Networks_LH_DorsAttn_Post_11,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97244183b0>,8.16645601373501e-67,0.1413567646733267,0.1404968315382975,2000.0,9.064965844097053e-67
80,7Networks_LH_DorsAttn_Post_12,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97243d8200>,5.088309431931568e-87,0.18044719900417605,0.17962641502721477,2000.0,6.38147094501915e-87
81,7Networks_LH_DorsAttn_Post_13,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97245ac110>,6.160730343176977e-138,0.2712417111021901,0.2705118580336896,2000.0,1.1605691185901858e-137
82,7Networks_LH_DorsAttn_Post_14,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b9724572630>,4.1869408929448124e-105,0.21392299071836085,0.21313573282223508,2000.0,6.0730708159646795e-105
83,7Networks_LH_DorsAttn_Post_15,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b9724536930>,1.1068903326152742e-112,0.22754014460883076,0.22676652432301092,2000.0,1.6977304425923463e-112
84,7Networks_LH_DorsAttn_Post_16,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97244e8830>,8.225068407914366e-84,0.1743607607588621,0.17353388120028312,2000.0,9.984441329393376e-84
85,7Networks_LH_DorsAttn_Post_17,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97246acd10>,2.8450971685138596e-40,0.08715994359680135,0.08624573222333798,2000.0,2.9899863761696582e-40
86,7Networks_LH_DorsAttn_FEF_1,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b9724674110>,2.243221800172562e-118,0.2376153677866054,0.23685183785950137,2000.0,3.5485111403426588e-118
87,7Networks_LH_DorsAttn_FEF_2,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b9724638500>,4.749671986282839e-102,0.20836597852026917,0.20757315526390496,2000.0,6.759721259474636e-102
88,7Networks_LH_DorsAttn_FEF_3,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97245fc440>,1.8441025534731522e-68,0.1446102711812749,0.1437535964403448,2000.0,2.0672161957452124e-68
89,7Networks_LH_DorsAttn_FEF_4,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97247cfb90>,2.1273857218372836e-115,0.23236356542817505,0.23159477580917476,2000.0,3.2963587635294427e-115
90,7Networks_LH_DorsAttn_PrCv_1,7networks_lh_dorsattn_prcv,7Networks_LH_DorsAttn_PrCv,dorsal attention,precentral ventral,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b972478ff50>,2.741142538154379e-94,0.19406989718983592,0.1932627563758047,2000.0,3.617670675354907e-94
91,7Networks_LH_DorsAttn_PrCv_2,7networks_lh_dorsattn_prcv,7Networks_LH_DorsAttn_PrCv,dorsal attention,precentral ventral,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b972475be00>,8.869935387305941e-96,0.19683434635473507,0.1960299741427719,2000.0,1.1843972546579108e-95
92,7Networks_LH_SalVentAttn_ParOper_1,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b9724720bc0>,3.8762654192007005e-185,0.34640099771385835,0.34574641684026186,2000.0,1.3433774811581052e-184
93,7Networks_LH_SalVentAttn_ParOper_2,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97246d8350>,1.8319626937518468e-157,0.3033294410177737,0.30263172388308945,2000.0,4.309383745924034e-157
94,7Networks_LH_SalVentAttn_ParOper_3,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97248ac680>,3.3100517040128798e-102,0.20865222454991172,0.2078596879695912,2000.0,4.725671300697634e-102
95,7Networks_LH_SalVentAttn_ParOper_4,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b97248766c0>,1.2908364844441318e-134,0.2656387780168634,0.26490331359825237,2000.0,2.372630623229295e-134
96,7Networks_LH_SalVentAttn_TempOcc_1,7networks_lh_salventattn_tempocc,7Networks_LH_SalVentAttn_TempOcc,salience / ventral attention,temporal occipital,L,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x7b9724819bb0>,7.461851689005358e-127,0.2523757639017611,0.25162701654462716,2000.0,1.283212373791073e-126
