index,name,base_name,Label Name,network,component,hemisphere,f,pvalue,n,p_corrected
45,7Networks_LH_SomMot_14,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,261.48159040767035,2.315731098310621e-55,1998.0,6.530074028776534e-55
46,7Networks_LH_SomMot_15,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,234.4612125849014,4.0185860137616676e-50,1998.0,9.031871535880183e-50
47,7Networks_LH_SomMot_16,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,226.34459452287877,1.551708304335314e-48,1998.0,3.246431198931947e-48
48,7Networks_LH_SomMot_17,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,344.12145483786253,5.3996001224715774e-71,1998.0,2.91835530428821e-70
49,7Networks_LH_SomMot_18,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,446.88644894755856,1.1502113704811348e-89,1998.0,1.6845031038659199e-88
50,7Networks_LH_SomMot_19,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,348.2027419873027,9.441671688000691e-72,1998.0,5.291998699200387e-71
51,7Networks_LH_SomMot_20,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,170.51972426358026,1.8699234049253392e-37,1998.0,2.858401433791596e-37
52,7Networks_LH_SomMot_21,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,45.40376160381175,2.0913219166501394e-11,1998.0,2.223560070630359e-11
53,7Networks_LH_SomMot_22,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,321.510953862818,8.963727527404019e-67,1998.0,3.9897375465112004e-66
54,7Networks_LH_SomMot_23,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,157.39780913719835,8.328918901378488e-35,1998.0,1.1928483221532599e-34
55,7Networks_LH_SomMot_24,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,130.14718381615236,3.006437809773079e-29,1998.0,3.8020132747548125e-29
56,7Networks_LH_SomMot_25,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,226.40254286127046,1.5116812618533273e-48,1998.0,3.17733005963616e-48
57,7Networks_LH_SomMot_26,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,210.21258363777036,2.304315742090973e-45,1998.0,4.2875383070053355e-45
58,7Networks_LH_SomMot_27,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,143.96267837849237,4.4750120820350423e-32,1998.0,6.064643239534057e-32
59,7Networks_LH_SomMot_28,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,461.9592270259563,2.451247030220779e-92,1998.0,4.636942298834307e-91
60,7Networks_LH_SomMot_29,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,211.2445455300536,1.4418522577233216e-45,1998.0,2.7049625000263965e-45
61,7Networks_LH_SomMot_30,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,218.32983591682006,5.802007000284277e-47,1998.0,1.1403078693199404e-46
62,7Networks_LH_SomMot_31,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,325.01214550770254,1.9781732473390433e-67,1998.0,9.071622770625512e-67
63,7Networks_LH_SomMot_32,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,107.73205625025153,1.2869556027657517e-24,1998.0,1.5295231509310243e-24
64,7Networks_LH_SomMot_33,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,196.29713504231628,1.3124636584476174e-42,1998.0,2.2485226450385596e-42
65,7Networks_LH_SomMot_34,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,172.73513308040395,6.703935280922226e-38,1998.0,1.038766763665082e-37
66,7Networks_LH_SomMot_35,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,330.2229569149948,2.0964263444131837e-68,1998.0,1.0234167315737476e-67
67,7Networks_LH_SomMot_36,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,58.20359051713742,3.6366062013186564e-14,1998.0,3.903118712526406e-14
68,7Networks_LH_SomMot_37,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,247.8049517176524,1.0197208839446058e-52,1998.0,2.5160504419067994e-52
69,7Networks_LH_DorsAttn_Post_1,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,244.20828911258653,5.087617996252691e-52,1998.0,1.2093081519888596e-51
70,7Networks_LH_DorsAttn_Post_2,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,262.093924426243,1.7648479963492294e-55,1998.0,5.007756189640938e-55
71,7Networks_LH_DorsAttn_Post_3,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,219.12481538479418,4.0486539251317653e-47,1998.0,8.06179334214834e-47
72,7Networks_LH_DorsAttn_Post_4,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,123.72211137606139,6.308258014954151e-28,1998.0,7.7824704858401755e-28
73,7Networks_LH_DorsAttn_Post_5,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,64.84368979491558,1.3801388088472117e-15,1998.0,1.4883207107283472e-15
74,7Networks_LH_DorsAttn_Post_6,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,295.02061651504175,8.926612941278928e-62,1998.0,3.216414504238598e-61
75,7Networks_LH_DorsAttn_Post_7,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,133.45355342736443,6.3032867958435945e-30,1998.0,8.129807401457363e-30
76,7Networks_LH_DorsAttn_Post_8,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,336.1214678173423,1.6624015047426498e-69,1998.0,8.675060725898426e-69
77,7Networks_LH_DorsAttn_Post_9,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,127.66565443205357,9.728666721201204e-29,1998.0,1.220114555642361e-28
78,7Networks_LH_DorsAttn_Post_10,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,138.6686326059942,5.392479839173013e-31,1998.0,7.096190860824776e-31
79,7Networks_LH_DorsAttn_Post_11,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,297.92421981374144,2.5116043993403578e-62,1998.0,9.346462272955103e-62
80,7Networks_LH_DorsAttn_Post_12,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,206.75401945177538,1.1109574101010807e-44,1998.0,1.9935757477703187e-44
81,7Networks_LH_DorsAttn_Post_13,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,117.55545111107831,1.1827217924385836e-26,1998.0,1.4395595007161313e-26
82,7Networks_LH_DorsAttn_Post_14,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,110.54438244398844,3.3524141942035965e-25,1998.0,4.0052527478116653e-25
83,7Networks_LH_DorsAttn_Post_15,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,95.26866317573244,5.125964814979883e-22,1998.0,5.861934574309488e-22
84,7Networks_LH_DorsAttn_Post_16,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,138.12814855174096,6.955318649260853e-31,1998.0,9.126342967527246e-31
85,7Networks_LH_DorsAttn_Post_17,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,21.811574257231907,3.2084040009171857e-06,1998.0,3.3180305613129893e-06
86,7Networks_LH_DorsAttn_FEF_1,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,301.1071751496948,6.266882658832647e-63,1998.0,2.370970605925018e-62
87,7Networks_LH_DorsAttn_FEF_2,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,295.2597742049531,8.040773897799693e-62,1998.0,2.943960765807307e-61
88,7Networks_LH_DorsAttn_FEF_3,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,197.93968149355317,6.192576407897112e-43,1998.0,1.0689846726940262e-42
89,7Networks_LH_DorsAttn_FEF_4,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,158.22258403151508,5.670064903363505e-35,1998.0,8.172093543260417e-35
90,7Networks_LH_DorsAttn_PrCv_1,7networks_lh_dorsattn_prcv,7Networks_LH_DorsAttn_PrCv,dorsal attention,precentral ventral,L,278.9181233629063,1.042252791339863e-58,1998.0,3.42886063237897e-58
91,7Networks_LH_DorsAttn_PrCv_2,7networks_lh_dorsattn_prcv,7Networks_LH_DorsAttn_PrCv,dorsal attention,precentral ventral,L,226.2362020955025,1.629449210486316e-48,1998.0,3.3934400989026945e-48
92,7Networks_LH_SalVentAttn_ParOper_1,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,237.2707623460017,1.1382247767635887e-50,1998.0,2.596754013319946e-50
93,7Networks_LH_SalVentAttn_ParOper_2,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,259.146804579863,6.528963018494e-55,1998.0,1.7749396469438778e-54
94,7Networks_LH_SalVentAttn_ParOper_3,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,246.99417624095094,1.4646493409916402e-52,1998.0,3.575004305431208e-52
95,7Networks_LH_SalVentAttn_ParOper_4,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,140.911303343011,1.877133621751011e-31,1998.0,2.499174968548267e-31
96,7Networks_LH_SalVentAttn_TempOcc_1,7networks_lh_salventattn_tempocc,7Networks_LH_SalVentAttn_TempOcc,salience / ventral attention,temporal occipital,L,354.0985345962997,7.645613741517996e-73,1998.0,4.628144851532227e-72
97,7Networks_LH_SalVentAttn_FrOperIns_1,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,507.9341102339316,2.1996078231096487e-100,1998.0,7.681707320706004e-99
98,7Networks_LH_SalVentAttn_FrOperIns_2,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,447.6310831394583,8.480327191157076e-90,1998.0,1.283356181595104e-88
99,7Networks_LH_SalVentAttn_FrOperIns_3,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,393.80511033714555,4.012220523609306e-80,1998.0,3.64309623543725e-79
100,7Networks_LH_SalVentAttn_FrOperIns_4,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,421.88304215518934,3.38254382957322e-85,1998.0,3.8391872465656043e-84
101,7Networks_LH_SalVentAttn_FrOperIns_5,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,428.92502540636485,1.845098151927766e-86,1998.0,2.2639852999329888e-85
102,7Networks_LH_SalVentAttn_FrOperIns_6,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,347.3468636674228,1.3606670660643385e-71,1998.0,7.53344936577085e-71
103,7Networks_LH_SalVentAttn_FrOperIns_7,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,546.0533557869478,6.063223804252915e-107,1998.0,3.932433724472605e-105
104,7Networks_LH_SalVentAttn_FrOperIns_8,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,515.5511662169903,1.0557463291933376e-101,1998.0,4.177017298660226e-100
105,7Networks_LH_SalVentAttn_FrOperIns_9,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,257.0223378158481,1.6782968597130193e-54,1998.0,4.482039848880651e-54
106,7Networks_LH_SalVentAttn_PFCl_1,7networks_lh_salventattn_pfcl,7Networks_LH_SalVentAttn_PFCl,salience / ventral attention,lateral prefrontal cortex,L,391.9211699639618,8.830958198664912e-80,1998.0,7.83642492065313e-79
107,7Networks_LH_SalVentAttn_Med_1,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,394.95636997502066,2.478254455418096e-80,1998.0,2.3440156724162823e-79
108,7Networks_LH_SalVentAttn_Med_2,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,350.8192021897795,3.0920936387046253e-72,1998.0,1.77697533161e-71
109,7Networks_LH_SalVentAttn_Med_3,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,381.7286209729602,6.374616937968272e-78,1998.0,4.823460149729326e-77
110,7Networks_LH_SalVentAttn_Med_4,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,388.3339098695395,3.973429171806849e-79,1998.0,3.340623785185758e-78
111,7Networks_LH_SalVentAttn_Med_5,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,166.67269184454884,1.1132238978593562e-36,1998.0,1.6959854014367372e-36
112,7Networks_LH_SalVentAttn_Med_6,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,162.39809104743426,8.113195530515199e-36,1998.0,1.2037224741352616e-35
113,7Networks_LH_SalVentAttn_Med_7,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,130.5941249295643,2.433707808954202e-29,1998.0,3.0949673536840553e-29
114,7Networks_LH_Limbic_OFC_1,7networks_lh_limbic_ofc,7Networks_LH_Limbic_OFC,limbic,orbital frontal cortex,L,156.86944515765703,1.0656347248599132e-34,1998.0,1.5213778776301905e-34
115,7Networks_LH_Limbic_OFC_2,7networks_lh_limbic_ofc,7Networks_LH_Limbic_OFC,limbic,orbital frontal cortex,L,529.0991910849305,4.873742871140043e-104,1998.0,2.212679263497579e-102
116,7Networks_LH_Limbic_OFC_3,7networks_lh_limbic_ofc,7Networks_LH_Limbic_OFC,limbic,orbital frontal cortex,L,335.6396048577209,2.0443322969982948e-69,1998.0,1.0546896168604839e-68
117,7Networks_LH_Limbic_OFC_4,7networks_lh_limbic_ofc,7Networks_LH_Limbic_OFC,limbic,orbital frontal cortex,L,410.04724829234306,4.579673303341631e-83,1998.0,4.7253901811752286e-82
118,7Networks_LH_Limbic_OFC_5,7networks_lh_limbic_ofc,7Networks_LH_Limbic_OFC,limbic,orbital frontal cortex,L,274.0277681667977,8.99367075754562e-58,1998.0,2.8159493268453184e-57
119,7Networks_LH_Limbic_TempPole_1,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,46.376407479692844,1.287203918509398e-11,1998.0,1.3718088708996871e-11
120,7Networks_LH_Limbic_TempPole_2,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,21.089597715262713,4.656571367994889e-06,1998.0,4.80473500243109e-06
121,7Networks_LH_Limbic_TempPole_3,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,8.308730667498734,0.003987738640555307,1998.0,0.00403214552964835
122,7Networks_LH_Limbic_TempPole_4,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,102.80307786758219,1.366728774028916e-23,1998.0,1.6074996461376372e-23
123,7Networks_LH_Limbic_TempPole_5,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,140.07699085679346,2.7792402740783687e-31,1998.0,3.678644561025013e-31
124,7Networks_LH_Limbic_TempPole_6,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,185.3384601206225,2.0006069812603772e-40,1998.0,3.2671783075259397e-40
125,7Networks_LH_Limbic_TempPole_7,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,214.3542680520493,3.515039124523993e-46,1998.0,6.733450474826553e-46
126,7Networks_LH_Limbic_TempPole_8,7networks_lh_limbic_temppole,7Networks_LH_Limbic_TempPole,limbic,temporal pole,L,33.085836792865805,1.0182333121772175e-08,1998.0,1.0627078706401304e-08
127,7Networks_LH_Cont_Par_1,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,235.02411747300843,3.1207051125414736e-50,1998.0,7.084000605469145e-50
128,7Networks_LH_Cont_Par_2,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,216.89275981963405,1.1122709102786119e-46,1998.0,2.1672574818304282e-46
129,7Networks_LH_Cont_Par_3,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,326.63244339389064,9.838214697242162e-68,1998.0,4.6046901778844756e-67
130,7Networks_LH_Cont_Par_4,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,162.67611704663761,7.129032632367756e-36,1998.0,1.0611740377360528e-35
131,7Networks_LH_Cont_Par_5,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,278.77170949900795,1.1116423361361515e-58,1998.0,3.630831802919516e-58
132,7Networks_LH_Cont_Par_6,7networks_lh_cont_par,7Networks_LH_Cont_Par,control,parietal ,L,377.75517692786036,3.3973680411562834e-77,1998.0,2.4482620487062742e-76
133,7Networks_LH_Cont_Temp_1,7networks_lh_cont_temp,7Networks_LH_Cont_Temp,control,temporal,L,210.36554893070235,2.1495788506586577e-45,1998.0,4.0160855892964215e-45
134,7Networks_LH_Cont_OFC_1,7networks_lh_cont_ofc,7Networks_LH_Cont_OFC,control,orbital frontal cortex,L,226.67920624113884,1.3343714814601047e-48,1998.0,2.8308628625368576e-48
135,7Networks_LH_Cont_PFCl_1,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,436.592672875198,7.848442436900379e-88,1998.0,1.0797554140462946e-86
136,7Networks_LH_Cont_PFCl_2,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,292.90447332660375,2.2517170119800592e-61,1998.0,7.986558776866772e-61
137,7Networks_LH_Cont_PFCl_3,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,330.6215312729002,1.7660798740553373e-68,1998.0,8.810991899133221e-68
138,7Networks_LH_Cont_PFCl_4,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,413.03089969950156,1.325825848454546e-83,1998.0,1.3998254306938697e-82
139,7Networks_LH_Cont_PFCl_5,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,324.6012742591643,2.3616797322534045e-67,1998.0,1.0722025984430456e-66
140,7Networks_LH_Cont_PFCl_6,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,404.0996739368008,5.444969810021e-82,1998.0,5.3739484646729e-81
141,7Networks_LH_Cont_PFCl_7,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,287.91601799660737,2.001089269701241e-60,1998.0,6.830785928153108e-60
142,7Networks_LH_Cont_PFCl_8,7networks_lh_cont_pfcl,7Networks_LH_Cont_PFCl,control,lateral prefrontal cortex,L,222.23030964498352,9.941023020638579e-48,1998.0,1.9882046041277159e-47
143,7Networks_LH_Cont_PFCv_1,7networks_lh_cont_pfcv,7Networks_LH_Cont_PFCv,control,ventral prefrontal cortex,L,258.7450491989889,7.804639290453177e-55,1998.0,2.1091108558724658e-54
