index,name,base_name,Label Name,network,component,hemisphere,degree,strength,clustering,betweenness,global_efficiency,group,median_age,mean_age,sd_age,n_participants
13,7Networks_LH_Vis_13,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,211.0,42.936410629150316,0.03760291855811358,115878.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
14,7Networks_LH_Vis_14,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,243.0,54.4240848995382,0.050700531202041196,62208.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
15,7Networks_LH_Vis_15,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,207.0,44.30702812383688,0.0369000659045565,149396.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
16,7Networks_LH_Vis_16,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,156.0,19.757557625191534,0.020583593146787853,174893.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
17,7Networks_LH_Vis_17,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,261.0,64.16387403281033,0.06201061839819586,45854.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
18,7Networks_LH_Vis_18,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,161.0,25.580182808731198,0.02675527838667866,190714.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
19,7Networks_LH_Vis_19,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,194.0,43.02436442991751,0.03613631395965337,100755.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
20,7Networks_LH_Vis_20,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,181.0,31.851237929211276,0.028104326890289518,128804.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
21,7Networks_LH_Vis_21,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,216.0,47.37126743625409,0.04217318461328558,122062.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
22,7Networks_LH_Vis_22,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,130.0,9.793015431307774,0.017011790919868607,175793.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
23,7Networks_LH_Vis_23,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,99.0,-4.064870113917133,0.014567697775142083,148999.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
24,7Networks_LH_Vis_24,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,253.0,60.136509687801805,0.05215290004801741,51585.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
25,7Networks_LH_Vis_25,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,296.0,76.44811435473997,0.07473145273296672,50522.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
26,7Networks_LH_Vis_26,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,170.0,25.834711759598385,0.03138176173818041,173055.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
27,7Networks_LH_Vis_27,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,202.0,42.28769469032904,0.03927654272548606,101243.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
28,7Networks_LH_Vis_28,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,220.0,51.68452183013902,0.04946649022586171,75953.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
29,7Networks_LH_Vis_29,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,161.0,26.881256533381656,0.02289286542819845,123474.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
30,7Networks_LH_Vis_30,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,209.0,42.15285401187268,0.043883407217620525,115042.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
31,7Networks_LH_Vis_31,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,193.0,39.76224940243226,0.03534593456474351,63113.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
32,7Networks_LH_SomMot_1,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,341.0,105.33836830002468,0.11031546251739073,0.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
33,7Networks_LH_SomMot_2,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,283.0,81.26781890020918,0.08510302981069348,442.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
34,7Networks_LH_SomMot_3,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,295.0,91.38491272242115,0.09406096057133047,12343.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
35,7Networks_LH_SomMot_4,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,264.0,69.44739369219931,0.06730546313952049,48649.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
36,7Networks_LH_SomMot_5,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,259.0,71.14530195813244,0.07131373426436552,69427.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
37,7Networks_LH_SomMot_6,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,264.0,68.0438697119031,0.06615417657866007,41243.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
38,7Networks_LH_SomMot_7,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,251.0,63.97474776323368,0.06765443447870065,188879.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
39,7Networks_LH_SomMot_8,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,320.0,90.3923735811047,0.09186709410682185,22344.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
40,7Networks_LH_SomMot_9,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,348.0,101.56939131224466,0.10727125937769538,6.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
41,7Networks_LH_SomMot_10,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,294.0,77.45354900131183,0.07923317968107303,55876.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
42,7Networks_LH_SomMot_11,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,193.0,37.56643337430148,0.033437468170265695,148394.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
43,7Networks_LH_SomMot_12,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,268.0,67.09395271535729,0.0729691867977264,151938.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
44,7Networks_LH_SomMot_13,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,220.0,47.20427600978509,0.05037571352824905,147290.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
45,7Networks_LH_SomMot_14,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,262.0,65.75463293041152,0.06958419110406756,38681.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
46,7Networks_LH_SomMot_15,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,139.0,21.427613940441393,0.019247458228400675,123316.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
47,7Networks_LH_SomMot_16,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,206.0,44.898818391632574,0.04324025082744523,83577.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
48,7Networks_LH_SomMot_17,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,279.0,76.67352729770647,0.07696696478894655,98682.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
49,7Networks_LH_SomMot_18,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,240.0,61.2970281808218,0.05070427806684618,87798.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
50,7Networks_LH_SomMot_19,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,168.0,31.258366553567182,0.027112042069182437,114984.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
51,7Networks_LH_SomMot_20,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,150.0,20.77958888634378,0.02484879056878481,190346.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
52,7Networks_LH_SomMot_21,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,59.0,-26.519160365482396,0.026019597943877034,191384.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
53,7Networks_LH_SomMot_22,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,210.0,51.757507320466274,0.04736512984830758,93471.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
54,7Networks_LH_SomMot_23,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,195.0,35.93013086831208,0.037925770595592496,190874.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
55,7Networks_LH_SomMot_24,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,296.0,80.96182242668459,0.08362180317653561,11469.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
56,7Networks_LH_SomMot_25,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,283.0,73.64874744910938,0.07141299774482918,57416.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
57,7Networks_LH_SomMot_26,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,157.0,18.75994001850396,0.02072965577912086,191476.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
58,7Networks_LH_SomMot_27,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,219.0,45.707171444773834,0.0397254479564588,126933.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
59,7Networks_LH_SomMot_28,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,243.0,63.56877931146585,0.061962904062984415,127562.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
60,7Networks_LH_SomMot_29,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,298.0,74.16712588023215,0.07547369377510438,34547.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
61,7Networks_LH_SomMot_30,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,240.0,57.69002797050767,0.05346790192680644,81715.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
62,7Networks_LH_SomMot_31,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,198.0,37.18177019188455,0.03416708835786247,101680.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
63,7Networks_LH_SomMot_32,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,202.0,42.564877395798376,0.03979997544277752,158028.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
64,7Networks_LH_SomMot_33,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,254.0,63.30063683923842,0.060119278427619764,43574.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
65,7Networks_LH_SomMot_34,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,123.0,3.0748867846083043,0.01915990400561843,154105.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
66,7Networks_LH_SomMot_35,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,289.0,81.79566397824307,0.08407327206993022,12443.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
67,7Networks_LH_SomMot_36,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,177.0,27.467246771833967,0.028711119748250063,157919.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
68,7Networks_LH_SomMot_37,7networks_lh_sommot,7Networks_LH_SomMot,somatomotor,somatomotor,L,157.0,20.642530950101456,0.024685399182044935,142460.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
69,7Networks_LH_DorsAttn_Post_1,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,149.0,14.620172054324781,0.023120589349409557,183862.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
70,7Networks_LH_DorsAttn_Post_2,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,179.0,31.94816047405341,0.026438604582051183,114262.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
71,7Networks_LH_DorsAttn_Post_3,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,231.0,51.94077740522628,0.04905552590651199,50764.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
72,7Networks_LH_DorsAttn_Post_4,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,134.0,11.08948232500632,0.01688191837845769,139315.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
73,7Networks_LH_DorsAttn_Post_5,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,142.0,13.615448730237535,0.02389621131482476,175403.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
74,7Networks_LH_DorsAttn_Post_6,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,253.0,63.602843856798714,0.06129155490554032,49744.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
75,7Networks_LH_DorsAttn_Post_7,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,226.0,52.187201281379075,0.048101087771464525,133807.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
76,7Networks_LH_DorsAttn_Post_8,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,202.0,38.96954030493753,0.03411506571020962,89570.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
77,7Networks_LH_DorsAttn_Post_9,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,124.0,13.125987990637636,0.015123225487656638,158233.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
78,7Networks_LH_DorsAttn_Post_10,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,97.0,-6.214587003346617,0.013258175523024301,154750.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
79,7Networks_LH_DorsAttn_Post_11,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,250.0,54.7114675246643,0.05454456705627892,98055.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
80,7Networks_LH_DorsAttn_Post_12,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,132.0,13.364837089926027,0.014727878985864865,153586.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
81,7Networks_LH_DorsAttn_Post_13,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,271.0,70.08992621508277,0.06641636816311788,33556.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
82,7Networks_LH_DorsAttn_Post_14,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,128.0,19.987509127023838,0.013893854443436614,98747.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
83,7Networks_LH_DorsAttn_Post_15,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,175.0,30.352304487777282,0.02555379052363532,160532.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
84,7Networks_LH_DorsAttn_Post_16,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,187.0,36.66405931609655,0.02636543713981436,98368.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
85,7Networks_LH_DorsAttn_Post_17,7networks_lh_dorsattn_post,7Networks_LH_DorsAttn_Post,dorsal attention,posterior,L,175.0,30.987862267039965,0.022011612489391385,135696.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
86,7Networks_LH_DorsAttn_FEF_1,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,200.0,37.84575306722607,0.0371985059656651,193084.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
87,7Networks_LH_DorsAttn_FEF_2,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,249.0,54.79992424360249,0.055438474716431485,191346.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
88,7Networks_LH_DorsAttn_FEF_3,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,166.0,26.071856621532458,0.02650439697194384,140504.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
89,7Networks_LH_DorsAttn_FEF_4,7networks_lh_dorsattn_fef,7Networks_LH_DorsAttn_FEF,dorsal attention,frontal eye fields,L,244.0,60.38937131522635,0.05843114414830452,98297.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
90,7Networks_LH_DorsAttn_PrCv_1,7networks_lh_dorsattn_prcv,7Networks_LH_DorsAttn_PrCv,dorsal attention,precentral ventral,L,301.0,84.88151769504705,0.09099341310647473,910.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
91,7Networks_LH_DorsAttn_PrCv_2,7networks_lh_dorsattn_prcv,7Networks_LH_DorsAttn_PrCv,dorsal attention,precentral ventral,L,248.0,63.1858284296312,0.06145086702634289,36530.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
92,7Networks_LH_SalVentAttn_ParOper_1,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,255.0,63.406606465178704,0.06625882283539156,152899.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
93,7Networks_LH_SalVentAttn_ParOper_2,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,247.0,59.50065151635453,0.056942435034051775,79165.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
94,7Networks_LH_SalVentAttn_ParOper_3,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,256.0,64.29999330408822,0.06726843960983717,68737.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
95,7Networks_LH_SalVentAttn_ParOper_4,7networks_lh_salventattn_paroper,7Networks_LH_SalVentAttn_ParOper,salience / ventral attention,parietal operculum,L,258.0,60.20766901917966,0.056844872967874535,48055.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
96,7Networks_LH_SalVentAttn_TempOcc_1,7networks_lh_salventattn_tempocc,7Networks_LH_SalVentAttn_TempOcc,salience / ventral attention,temporal occipital,L,128.0,14.86903682200701,0.018066114366985863,167822.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
97,7Networks_LH_SalVentAttn_FrOperIns_1,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,310.0,88.61258285538345,0.0948558547281428,116085.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
98,7Networks_LH_SalVentAttn_FrOperIns_2,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,306.0,87.73400123453186,0.0894791511057541,827.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
99,7Networks_LH_SalVentAttn_FrOperIns_3,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,249.0,64.979494040222,0.06330570550293249,90057.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
100,7Networks_LH_SalVentAttn_FrOperIns_4,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,303.0,86.41055502426768,0.08864703381126333,36948.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
101,7Networks_LH_SalVentAttn_FrOperIns_5,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,237.0,54.443912942405916,0.05262901310031985,143601.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
102,7Networks_LH_SalVentAttn_FrOperIns_6,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,263.0,70.51562075094243,0.06984296795546385,46567.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
103,7Networks_LH_SalVentAttn_FrOperIns_7,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,278.0,72.12885283867209,0.06591226811560214,75837.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
104,7Networks_LH_SalVentAttn_FrOperIns_8,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,311.0,89.73836768594741,0.0911859895772501,3247.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
105,7Networks_LH_SalVentAttn_FrOperIns_9,7networks_lh_salventattn_froperins,7Networks_LH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,L,281.0,74.17745313090856,0.07280515517908706,40099.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
106,7Networks_LH_SalVentAttn_PFCl_1,7networks_lh_salventattn_pfcl,7Networks_LH_SalVentAttn_PFCl,salience / ventral attention,lateral prefrontal cortex,L,276.0,76.95111652382849,0.07895433038226075,717.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
107,7Networks_LH_SalVentAttn_Med_1,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,293.0,78.51232008008029,0.07642399026809123,8422.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
108,7Networks_LH_SalVentAttn_Med_2,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,291.0,74.62600653227967,0.07345824425088097,28969.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
109,7Networks_LH_SalVentAttn_Med_3,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,211.0,48.5303389279349,0.04016971850286924,184662.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
110,7Networks_LH_SalVentAttn_Med_4,7networks_lh_salventattn_med,7Networks_LH_SalVentAttn_Med,salience / ventral attention,medial,L,294.0,76.22545055111117,0.07176782863029985,63754.0,-7.896031419561314e-06,Q37,34.13,34.142272727272726,0.1903590687433987,44
